13800,-388.6,397.058,559.687,4.65,0.21,-16.96,0.18564,-0.00782,-0.4930275
14000,-373.564,399.786,543.037,4.34,-0.65,-12.23,0.07518,0.01364,-0.08325
14200,-335.716,422.104,533.485,5.46,2.15,-4.84,0.18924,0.11159,-0.04776
14400,-318.596,450.838,561.763,7.9,6.06,0.59,0.0856,0.14367,0.14139
14600,-286.898,473.086,567.0325,3.34,2.19,0.31,0.15849,0.11124,0.0263475
14800,-302.536,464.356,571.306,2.68,2.32,2.03,-0.07819,-0.04365,0.0213675
15000,-426.872,423.574,664.333,-12.06,-4.58,10.29,-0.62168,-0.20391,0.465135
15200,-532.59,256.168,878.0395,-29.68,-19.69,43.07,-0.52859,-0.83703,1.0685325
15400,-482.196,71.274,997.8835,-14.72,-43.16,61.84,0.25197,-0.92447,0.59922
15600,-496.602,-83.33,963.649,7.73,-43.95,24.54,-0.07203,-0.77302,-0.1711725
15800,-554.042,-226.064,754.9375,-7.25,-21.64,-33.77,-0.2872,-0.71367,-1.0435575
16000,-552.35,-238.548,672.3835,-4.76,-6.77,-34.37,0.00846,-0.06242,-0.41277
16200,-547.288,-236.392,642.0895,0.67,-2.02,-22.29,0.02531,0.01078,-0.15147
16400,-522.656,-259.97,623.4955,2.73,-1.39,-8.92,0.12316,-0.11789,-0.09297
16600,-524.618,-247.01,640.9195,4.16,-3.15,-2.59,-0.00981,0.0648,0.08712
16800,-553.674,-194.532,702.718,-2.52,6.2,10.24,-0.14528,0.26239,0.3089925
17000,-569.106,-133.994,769.447,-6.24,13.72,21.09,-0.07716,0.30269,0.333645
17200,-560.17,-16.806,866.653,0.74,14.97,17.39,0.04468,0.58594,0.48603
17400,-521.488,24.338,929.5135,4.33,12.77,15.53,0.19341,0.20572,0.3143025
17600,-502.172,132.93,953.4235,8.21,15.34,17.05,0.09658,0.54296,0.11955
17800,-486.652,244.422,941.569,4.54,27.36,4.39,0.0776,0.55746,-0.0592725
18000,-443.406,366.64,906.4315,5.95,28.67,-6.27,0.21623,0.61109,-0.1756875
18200,-433.798,431.584,821.068,8.28,26.25,-16.73,0.04804,0.32472,-0.4268175
18400,-479.986,404.724,753.2275,-1.78,9.35,-26.7,-0.23094,-0.1343,-0.3392025
18600,-510.586,371.478,689.29,-10.37,-7.19,-22.22,-0.153,-0.16623,-0.3196875
18800,-516.264,353.278,635.7715,-5.78,-7.18,-20.27,-0.02839,-0.091,-0.2675925
19000,-514.416,350.07,616.7425,-0.85,-3.42,-14.39,0.00924,-0.01604,-0.095145
19200,-508.158,361.82,623.092,0.79,0.32,-3.8,0.03129,0.05875,0.0317475
19400,-501.728,364.108,605.2735,1.57,2.22,-0.3,0.03215,0.01144,-0.0890925
19600,-480.556,393.312,609.406,2.65,3.66,0.57,0.10586,0.14602,0.0206625
19800,-473.35,403.55,613.039,2.37,3.3,1.04,0.03603,0.05119,0.018165
20000,-370.544,511.094,733.0825,10.98,10.69,15.29,0.51403,0.53772,0.6002175
20200,-355.492,516.4,764.3005,6.71,4.39,12.83,0.07526,0.02653,0.15609
